date,sampling_session,population,water_access,altitude (m),delta_abundance (%),Tmin,Tmax ,individual_ID,hour,sex,age_class,snout_vent_length (mm),body_mass (g),parturition_date,reproductive_timing,litter_size,litter_mass (g),corticosterone (ng/ml)
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM4,11:45,F,yearling,52,2.3,NA,NA,NA,NA,21.88
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,MCM2,11:50,M,adult,53,3.15,NA,NA,NA,NA,12.07
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM5,11:55,F,yearling,42,1.3,NA,NA,NA,NA,19.26
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM6,12:10,F,yearling,48,1.85,NA,NA,NA,NA,20.03
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,343,12:15,F,adult,64,5.623,7/12/2015,-19,6,1.21,43.09
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,MCM3,12:18,M,adult,48,2.55,NA,NA,NA,NA,18.15
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM7,12:20,F,yearling,46,1.8,NA,NA,NA,NA,26.02
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM8,12:20,M,yearling,42,1.5,NA,NA,NA,NA,5.44
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM9,12:25,M,yearling,43,1.55,NA,NA,NA,NA,12.97
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM10,12:25,F,yearling,46,1.95,NA,NA,NA,NA,17.99
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM11,12:35,F,yearling,50,2.2,NA,NA,NA,NA,11
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,344,12:40,F,adult,58,3.703,7/17/2015,-24,3,0.476,38.89
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,345,12:40,F,adult,58,3.675,7/17/2015,-24,4,0.728,31.57
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM12,12:45,F,yearling,40,1.05,NA,NA,NA,NA,42.78
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,346,12:50,F,adult,62,5.22,7/13/2015,-20,5,0.986,21.21
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM13,12:55,F,yearling,46,1.6,NA,NA,NA,NA,22.6
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM14,12:58,M,yearling,45,1.65,NA,NA,NA,NA,7.87
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,347,12:58,F,adult,64,5.358,7/14/2015,-21,7,1.161,31.41
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM15,13:00,M,yearling,41,1.4,NA,NA,NA,NA,9.11
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,348,13:13,F,adult,60,4.024,7/15/2015,-22,3,0.597,29.66
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,MCM4,13:15,M,adult,55,3.85,NA,NA,NA,NA,8.28
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,MCM5,13:20,M,adult,54,3.8,NA,NA,NA,NA,11.68
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,349,13:55,F,adult,57,3.532,7/18/2015,-25,4,0.808,14.06
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,350,14:20,F,adult,67,6.77,7/8/2015,-15,9,1.624,25.65
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,MCM6,14:45,M,adult,49,2.35,NA,NA,NA,NA,2.5
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,MCM7,16:05,M,adult,57,3.9,NA,NA,NA,NA,7.44
6/24/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,MCM8,10:30,M,adult,49,2.45,NA,NA,NA,NA,53.9
6/24/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,351,10:38,F,adult,62,5.122,7/13/2015,-19,6,1.018,55.55
6/24/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,352,10:50,F,adult,60,4.077,7/6/2015,-12,1,0.199,45.1
6/24/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,MCM9,10:50,M,adult,49,2.6,NA,NA,NA,NA,38.46
6/24/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,353,11:00,F,adult,65,5.071,7/12/2015,-18,3,0.633,48.28
6/24/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,354,11:03,F,adult,56,3.045,7/14/2015,-20,2,0.324,68.66
6/24/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,334,12:45,M,adult,55,3.493,NA,NA,NA,NA,25.34
6/24/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ15,12:55,M,yearling,43,1.4,NA,NA,NA,NA,34.62
6/24/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,333+8+0,13:00,F,adult,62,4.625,7/15/2015,-21,1,0.125,32.65
6/24/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,335+9,13:15,F,adult,63,4.713,7/16/2015,-22,3,0.485,28.43
6/24/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,336,13:25,F,adult,58,4.284,7/8/2015,-14,3,0.522,50.56
6/24/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,337,13:50,F,adult,58,3.735,NA,NA,NA,NA,28.88
6/24/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,338,14:00,F,adult,58,4.352,7/14/2015,-20,4,0.619,36.83
6/24/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,339,14:30,F,adult,67,6.48,7/9/2015,-15,7,1.223,30.11
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,MCH1,10:45,M,adult,57,4.05,NA,NA,NA,NA,10.55
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,420,10:50,F,adult,65,6.145,7/14/2015,-19,8,1.344,31.65
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,MCH2,10:55,M,adult,57,4.05,NA,NA,NA,NA,2.15
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,421,10:58,F,adult,62,5.862,7/8/2015,-13,5,0.887,30.82
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,422,11:08,F,adult,61,3.882,7/17/2015,-22,4,0.753,24.74
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,MCH3,11:10,M,adult,60,4.3,NA,NA,NA,NA,8.71
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,423,11:12,F,adult,62,4.755,7/15/2015,-20,4,0.853,23.07
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,424,11:15,F,adult,60,3.791,7/16/2015,-21,3,0.595,18.19
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,425,11:25,F,adult,60,3.739,7/17/2015,-22,2,0.417,15.6
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH1,11:30,M,yearling,43,1.65,NA,NA,NA,NA,11.46
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH2,11:40,M,yearling,50,2.45,NA,NA,NA,NA,28.79
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH3,11:50,M,yearling,45,1.55,NA,NA,NA,NA,23.23
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH4,12:00,F,yearling,45,1.4,NA,NA,NA,NA,20.82
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH5,12:08,M,yearling,45,1.6,NA,NA,NA,NA,27.19
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH6,12:20,M,yearling,47,2.05,NA,NA,NA,NA,10.05
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,426,12:23,F,adult,55,2.845,7/17/2015,-22,0,0,16.51
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,MCH4,12:25,M,adult,63,5.2,NA,NA,NA,NA,12.09
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH7,12:30,F,yearling,48,1.95,NA,NA,NA,NA,22.63
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH8,12:39,M,yearling,51,1.65,NA,NA,NA,NA,18.22
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH9,12:50,M,yearling,51,2.55,NA,NA,NA,NA,18.08
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH10,12:55,M,yearling,50,2.3,NA,NA,NA,NA,8.89
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH11,12:55,M,yearling,46,1.85,NA,NA,NA,NA,13.3
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH12,13:00,F,yearling,45,1.15,NA,NA,NA,NA,9.18
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH13,13:00,M,yearling,48,2,NA,NA,NA,NA,5.42
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,428,13:05,F,adult,62,3.948,7/16/2015,-21,3,0.613,25.75
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH14,13:10,F,yearling,51,2.05,NA,NA,NA,NA,6.16
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,429,13:10,F,adult,68,6.815,7/13/2015,-18,8,1.351,27.02
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,SCH15,13:15,F,yearling,50,2.15,NA,NA,NA,NA,11.16
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,430,13:18,F,adult,65,4.085,7/13/2015,-18,5,0.872,29.51
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,MCH5,13:45,M,adult,57,3.85,NA,NA,NA,NA,6.3
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,431,13:45,F,adult,60,4.614,7/15/2015,-20,4,0.685,29.13
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,433,13:50,F,adult,65,5.687,7/15/2015,-20,5,0.83,13.03
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,MCH6,13:55,M,adult,56,3.9,NA,NA,NA,NA,2.97
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,MCH7,13:55,M,adult,55,3,NA,NA,NA,NA,6.55
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,432,14:00,F,adult,61,4.886,7/16/2015,-21,6,1.023,26.29
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,434,14:05,F,adult,56,3.711,NA,NA,NA,NA,24.86
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,435,14:08,F,adult,61,4.632,7/16/2015,-21,5,0.952,25.1
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,MCH8,16:45,M,adult,52,3,NA,NA,NA,NA,9.97
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,MCH9,16:50,M,adult,57,3.65,NA,NA,NA,NA,8.46
6/25/2015,early_summer,CHA,periodic,1429,3.21,10.49,35.63,MCH10,17:00,M,adult,56,3.45,NA,NA,NA,NA,13.16
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,MBG1,14:35,M,adult,62,4.15,NA,NA,NA,NA,12.49
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,MBG2,14:35,M,adult,60,4,NA,NA,NA,NA,6.26
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG1,14:35,F,yearling,41,1.05,NA,NA,NA,NA,15
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,436,14:37,F,adult,59,4.179,7/11/2015,-16,4,0.797,24.36
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG2,14:43,M,yearling,49,2.05,NA,NA,NA,NA,7.09
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,437,14:45,F,adult,61,5.163,7/8/2015,-13,5,1.149,14.06
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG3,14:50,M,yearling,44,1.4,NA,NA,NA,NA,10.34
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG4,14:52,M,yearling,44,1.45,NA,NA,NA,NA,9
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,MBG3,14:55,M,adult,56,3.4,NA,NA,NA,NA,6.59
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,438,14:57,F,adult,63,4.695,7/15/2015,-20,5,1.139,19.86
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,MBG5,14:55,M,adult,53,3.1,NA,NA,NA,NA,11.7
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,MBG4,14:55,M,adult,50,2.1,NA,NA,NA,NA,5.32
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG6,15:00,M,yearling,43,1.55,NA,NA,NA,NA,27.43
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,439,15:00,F,adult,53,3.675,7/12/2015,-17,3,0.619,23.85
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,440,15:07,F,adult,61,4.189,7/13/2015,-18,3,0.587,32.26
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,441,15:10,F,adult,61,5.9,7/13/2015,-18,7,1.287,81.57
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,442,15:10,F,adult,58,4.514,7/12/2015,-17,4,0.791,21.17
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,443,15:12,F,adult,58,3.602,7/16/2015,-21,2,0.388,27.44
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,MBG6,15:15,M,adult,63,3.15,NA,NA,NA,NA,9.7
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,444,15:15,F,adult,61,4.493,7/11/2015,-16,5,1.096,52.73
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,MBG7,15:20,M,adult,54,3.15,NA,NA,NA,NA,10.09
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,MBG8,15:20,M,adult,54,3.1,NA,NA,NA,NA,5.21
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,MBG9,15:25,M,adult,59,4.5,NA,NA,NA,NA,3.49
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,MBG10,15:25,M,adult,52,2.7,NA,NA,NA,NA,9.72
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,445,15:30,F,adult,55,2.207,7/16/2015,-21,3,0.554,35
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG5,15:35,M,yearling,45,1.55,NA,NA,NA,NA,5.51
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG7,15:35,M,yearling,47,2,NA,NA,NA,NA,6.7
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,446,15:35,F,adult,56,3.819,7/11/2015,-16,4,0.819,21.12
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,447,15:40,F,adult,61,3.817,7/13/2015,-18,4,0.796,20.94
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG8,15:45,F,yearling,43,1.2,NA,NA,NA,NA,23.17
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG9,15:50,M,yearling,47,1.9,NA,NA,NA,NA,7.54
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,448,15:50,F,adult,57,4.136,7/8/2015,-13,4,0.741,24.24
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,449,15:55,F,adult,62,5.275,7/9/2015,-14,3,0.654,35.13
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG10,15:55,F,yearling,42,1.1,NA,NA,NA,NA,18.19
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,450,15:55,F,adult,56,4.035,7/13/2015,-18,4,0.599,24.24
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG11,16:00,F,yearling,53,2.05,NA,NA,NA,NA,48.28
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG12,16:05,M,yearling,47,1.85,NA,NA,NA,NA,27.22
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG13,16:15,M,yearling,43,1.5,NA,NA,NA,NA,22.24
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG14,16:15,M,yearling,48,2,NA,NA,NA,NA,25.67
6/25/2015,early_summer,BAS,permanent,1515,95.65,9.04,38.5,SBG15,16:30,M,yearling,41,1.35,NA,NA,NA,NA,16.21
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE1,11:05,F,yearling,48,2.35,NA,NA,NA,NA,35.2
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,451,11:10,M,adult,54,4.057,NA,NA,NA,NA,62
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE2,11:20,F,yearling,53,2.65,NA,NA,NA,NA,44.29
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE3,11:25,F,yearling,51,2.4,NA,NA,NA,NA,21.12
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,452,11:30,F,adult,57,3.37,7/15/2015,-19,3,0.443,54.07
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,453,11:33,F,adult,69,NA,7/9/2015,-13,8,1.341,45.07
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,454,11:45,M,adult,56,4.11,NA,NA,NA,NA,13.92
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,456,11:55,F,adult,71,6.81,7/13/2015,-17,8,1.427,27.5
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,455,11:59,F,adult,62,4.661,7/8/2015,-12,6,0.918,50.21
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,457,12:05,F,adult,68,7.719,7/7/2015,-11,8,1.445,31.64
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE4,12:10,M,yearling,52,2.95,NA,NA,NA,NA,30.58
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE5,12:14,M,yearling,46,2,NA,NA,NA,NA,13.5
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE6,12:17,M,yearling,43,1.55,NA,NA,NA,NA,14.91
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,458,12:19,M,adult,54,3.356,NA,NA,NA,NA,11.37
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,459,12:21,M,adult,51,2.664,NA,NA,NA,NA,13.83
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE7,12:25,F,yearling,51,2.15,NA,NA,NA,NA,39.07
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,460,12:30,F,adult,66,5.474,7/5/2015,-9,5,0.928,46.11
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,461,12:33,M,adult,57,4.077,NA,NA,NA,NA,20.81
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,462,12:35,F,adult,63,6.41,7/9/2015,-13,7,1.217,54.44
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,463,12:40,M,adult,58,4.432,NA,NA,NA,NA,26.06
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,8-Sep,12:50,M,yearling,46,1.95,NA,NA,NA,NA,26.25
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,464,12:55,M,adult,58,4.378,NA,NA,NA,NA,19.77
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,465,12:59,F,adult,69,6.984,7/8/2015,-12,7,1.385,46.67
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,466,13:00,F,adult,64,5.11,7/9/2015,-13,5,0.89,24.12
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE9,13:10,M,adult,52,2.865,NA,NA,NA,NA,10.52
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE10,13:10,M,yearling,47,2.25,NA,NA,NA,NA,15.25
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,467,13:15,M,adult,57,3.463,NA,NA,NA,NA,40.4
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE11,13:25,F,yearling,51,2.4,NA,NA,NA,NA,12.18
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,468,13:45,F,adult,61,4.309,7/12/2015,-16,4,0.705,35.58
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE12,13:57,M,yearling,47,2.2,NA,NA,NA,NA,8.66
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,469,13:59,F,adult,62,5.045,7/6/2015,-10,2,0.275,37.07
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE13,14:11,F,yearling,56,2.65,NA,NA,NA,NA,16.62
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,470,14:05,F,adult,63,5.142,7/7/2015,-11,5,0.864,44.22
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE14,14:15,M,yearling,49,2.3,NA,NA,NA,NA,11.78
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,471,14:20,F,adult,63,5.53,7/8/2015,-12,2,0.383,48.28
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,SPE15,14:30,M,yearling,47,2.25,NA,NA,NA,NA,12.59
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,472,14:30,F,adult,61,5.159,7/3/2015,-7,4,0.684,62.36
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,473,14:37,F,adult,65,6.097,7/8/2015,-12,3,0.503,59.14
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,474,14:40,M,adult,55,3.608,NA,NA,NA,NA,30.45
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,475,14:45,M,adult,55,3.125,NA,NA,NA,NA,24.47
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,476,14:47,F,adult,57,4.235,7/6/2015,-10,5,0.799,46.95
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,477,15:20,F,adult,64,5.59,7/8/2015,-12,5,0.896,44.08
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,478,15:35,F,adult,65,5.82,7/6/2015,-10,8,1.245,49.86
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,479,15:45,F,adult,60,4.444,7/6/2015,-10,5,0.802,21.39
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,480,16:10,F,adult,67,6.184,7/8/2015,-12,7,1.225,44.74
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,481,16:20,F,adult,62,5.938,7/8/2015,-12,7,1.22,30.65
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,482,16:30,F,adult,61,4.58,7/8/2015,-12,4,0.589,19.8
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,483,16:35,F,adult,62,4.959,7/8/2015,-12,4,0.595,178.52
6/26/2015,early_summer,PEJ,permanent,1208,10.77,8,39.19,484,16:38,F,adult,61,4.493,7/8/2015,-12,4,0.683,25.34
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,486,11:10,F,adult,61,4.291,7/12/2015,-16,4,0.629,30.11
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,487,11:12,M,adult,55,3.952,NA,NA,NA,NA,7.21
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,488,11:15,M,adult,48,2.106,NA,NA,NA,NA,18.03
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,489,11:23,F,adult,65,6.889,7/7/2015,-11,9,1.571,20.76
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,490,11:30,M,adult,52,2.894,NA,NA,NA,NA,12.52
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,491,11:30,F,adult,65,5.01,7/8/2015,-12,6,0.819,37.53
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,492,11:45,F,adult,70,8.039,7/5/2015,-9,12,1.988,47.85
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,SCM1,11:48,F,yearling,52,2.35,NA,NA,NA,NA,12.89
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,493,11:50,F,adult,57,4.317,7/8/2015,-12,6,1.033,149.43
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,SCM2,11:50,F,yearling,47,1.65,NA,NA,NA,NA,22.74
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,494,11:55,M,adult,55,4.094,NA,NA,NA,NA,32.26
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,495,12:05,M,adult,57,4.564,NA,NA,NA,NA,13.46
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,SCM3,12:05,M,yearling,46,2.1,NA,NA,NA,NA,30.26
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,496,12:05,M,adult,55,3.886,NA,NA,NA,NA,12.79
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,497,12:10,M,adult,48,2.301,NA,NA,NA,NA,14.14
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,SCM4,12:10,M,yearling,46,1.95,NA,NA,NA,NA,13.37
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,498,12:14,F,adult,64,5.442,7/9/2015,-13,3,0.536,62.5
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,499,12:15,M,adult,59,4.563,NA,NA,NA,NA,6.1
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,500,12:20,F,adult,64,5.362,7/8/2015,-12,7,1.202,35.79
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,501,12:20,F,adult,66,6.958,7/10/2015,-14,9,1.573,27.98
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,SCM5,12:25,M,yearling,48,2.3,NA,NA,NA,NA,22.73
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,SCM6,12:30,F,yearling,53,2.35,NA,NA,NA,NA,30.01
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,502,12:35,M,adult,56,3.6,NA,NA,NA,NA,13.01
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,503,12:38,F,adult,63,5.009,7/8/2015,-12,2,0.331,37.44
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,504,12:40,F,adult,64,5.36,7/8/2015,-12,7,1.108,37.72
6/26/2015,early_summer,CARM,permanent,1212,1.41,9.68,32.97,505,12:45,F,adult,61,5.114,7/3/2015,-7,8,0.989,15.99
