date,sampling_session,population,water_access,altitude (m),delta_abundance (%),Tmin,Tmax ,individual_ID,hour,sex,age_class,snout_vent_length (mm),body_mass (g),parturition_date,reproductive_timing,litter_size,litter_mass (g),corticosterone (ng/ml)
6/20/2015,early_summer,BEL,periodic,1418,42.37,8.8,33.96,171,15:15,F,adult,62,5.707,7/10/2015,-20,6,1.137,36.33
6/20/2015,early_summer,BEL,periodic,1418,42.37,8.8,33.96,SBL19,15:20,M,yearling,44,2.1,NA,NA,NA,NA,22.13
6/20/2015,early_summer,BEL,periodic,1418,42.37,8.8,33.96,172,15:25,F,adult,57,3.936,7/10/2015,-20,4,0.669,25.94
6/20/2015,early_summer,BEL,periodic,1418,42.37,8.8,33.96,SBL20,15:35,F,yearling,43,1.65,NA,NA,NA,NA,30.67
6/20/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,180,16:20,M,adult,51,3.35,NA,NA,NA,NA,15.99
6/20/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,181,16:25,F,adult,62,3.587,7/15/2015,-25,5,0.841,16.02
6/20/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,182,16:35,F,adult,60,3.783,7/14/2015,-24,4,0.722,16.16
6/20/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,183,16:41,F,adult,67,6.194,7/7/2015,-17,7,1.359,27.33
6/20/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,184,16:45,F,adult,67,5.415,7/7/2015,-17,4,0.652,21.6
6/20/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,185,16:49,M,yearling,45,2.05,NA,NA,NA,NA,4.69
6/20/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,186,16:50,F,adult,51,3.631,7/15/2015,-25,5,0.767,15.73
6/20/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,187,16:55,M,yearling,47,2.25,NA,NA,NA,NA,2.28
6/20/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,188,17:00,F,yearling,44,1.6,NA,NA,NA,NA,5.11
6/20/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,189,17:10,M,yearling,46,2.1,NA,NA,NA,NA,10.25
6/20/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,190,17:10,F,adult,59,3.688,7/14/2015,-24,3,0.524,49.52
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,MCO1,11:15,M,adult,50,2.6,NA,NA,NA,NA,14.74
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,SCO1,11:15,F,yearling,43,1.25,NA,NA,NA,NA,14.28
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,MCO2,11:20,M,adult,53,3.15,NA,NA,NA,NA,10.12
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,SCO2,11:30,F,yearling,46,1.65,NA,NA,NA,NA,34.29
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,191,11:35,F,adult,57,3.628,7/16/2015,-25,5,0.879,40.8
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,SCO3,11:38,M,yearling,42,1.35,NA,NA,NA,NA,17.62
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,192,11:40,F,adult,62,5.132,7/7/2015,-16,7,1.248,68.27
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,SC04,11:45,F,yearling,40,1.25,NA,NA,NA,NA,31.03
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,SC05,11:45,M,yearling,42,1.3,NA,NA,NA,NA,43.66
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,SC06,11:45,F,yearling,39,1.15,NA,NA,NA,NA,62.61
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,SC07,11:55,F,yearling,44,1.5,NA,NA,NA,NA,14.9
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,193,12:00,F,adult,65,5.297,7/11/2015,-20,5,0.942,37.18
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,194,12:00,F,adult,53,3.431,7/16/2015,-25,5,0.835,56.05
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,195,12:05,F,adult,62,4.99,7/13/2015,-22,6,1.225,75.73
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,196,12:05,F,adult,54,2.848,7/18/2015,-27,3,0.593,61.27
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,SC08,12:15,F,yearling,42,1.3,NA,NA,NA,NA,35.23
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,MCO3,12:20,M,adult,53,3.4,NA,NA,NA,NA,19
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,197,12:25,F,adult,57,2.881,7/13/2015,-22,4,0.612,56.73
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,198,12:30,F,adult,64,5.202,7/6/2015,-15,4,0.941,57.07
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,199,12:40,F,adult,61,4.865,7/8/2015,-17,5,0.886,54.23
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,MCO4,12:43,M,adult,53,3.75,NA,NA,NA,NA,4.74
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,SC09,12:50,F,yearling,43,1.45,NA,NA,NA,NA,17.64
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,SCO10,13:05,F,yearling,43,1.5,NA,NA,NA,NA,7.84
6/21/2015,early_summer,COP,permanent,1375,41.18,7.16,44.74,MC05,13:15,M,adult,53,3.4,NA,NA,NA,NA,17.87
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,200,11:10,F,adult,68,6.138,7/10/2015,-19,8,1.634,54.41
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN1,11:05,F,yearling,43,1.4,NA,NA,NA,NA,55.96
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,201,11:08,M,adult,54,3.893,NA,NA,NA,NA,13.93
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,202,11:12,F,adult,58,4.08,7/15/2015,-24,3,0.455,46.61
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,203,11:15,F,adult,55,3.29,7/10/2015,-19,0,0,98.61
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN2,11:20,F,yearling,42,1.4,NA,NA,NA,NA,24.15
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN3,11:35,M,yearling,45,1.7,NA,NA,NA,NA,19.8
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,204,11:35,F,adult,68,6.409,7/9/2015,-18,11,1.718,30.14
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,205,11:40,M,adult,54,3.387,NA,NA,NA,NA,6.1
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,206,11:40,F,adult,57,4.269,7/16/2015,-25,6,0.88,28.24
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN4,11:45,M,yearling,43,1.5,NA,NA,NA,NA,29.37
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,207,11:45,F,adult,59,4.285,7/14/2015,-23,5,1.041,11.6
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN5,11:50,M,yearling,45,2,NA,NA,NA,NA,4.16
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,208,11:50,M,adult,58,4.488,NA,NA,NA,NA,4.35
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,209,11:55,M,adult,52,2.721,NA,NA,NA,NA,7.83
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,210,11:55,F,adult,63,5.18,7/12/2015,-21,5,0.846,40.51
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN6,12:00,F,yearling,43,1.5,NA,NA,NA,NA,10.93
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,211,12:00,F,adult,63,5.163,7/13/2015,-22,5,0.737,27.02
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,212,12:05,F,adult,63,4.82,7/12/2015,-21,4,0.67,47.17
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,213,12:05,F,adult,58,3.984,7/11/2015,-20,4,0.695,41.28
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN7,12:10,M,yearling,38,1.2,NA,NA,NA,NA,11.32
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,214,12:15,F,adult,69,5.771,7/14/2015,-23,5,0.81,38.74
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,215,12:20,M,adult,53,4.011,NA,NA,NA,NA,23.31
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,216,12:25,F,adult,58,4.841,7/11/2015,-20,3,0.568,48.69
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN8,12:30,M,yearling,44,1.8,NA,NA,NA,NA,7.49
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,217,12:35,M,adult,55,4.281,NA,NA,NA,NA,7.04
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN9,12:40,F,yearling,47,1.8,NA,NA,NA,NA,15.45
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,218,12:45,M,adult,60,4.257,NA,NA,NA,NA,9.05
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN10,12:55,M,yearling,43,1.6,NA,NA,NA,NA,19.4
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,219,13:00,F,adult,64,6.365,7/10/2015,-19,5,0.956,23.21
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN11,13:22,M,yearling,44,1.3,NA,NA,NA,NA,8.25
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,220,13:25,F,adult,63,4.418,7/11/2015,-20,1,0.175,20.83
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN12,13:30,M,yearling,47,2.4,NA,NA,NA,NA,5.69
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,221,13:30,F,adult,58,3.538,7/18/2015,-27,2,0.257,17.26
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,222,13:35,M,adult,57,3,NA,NA,NA,NA,10.1
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,JN13,13:40,F,yearling,42,1.6,NA,NA,NA,NA,53.74
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,223,13:40,M,adult,57,3.591,NA,NA,NA,NA,9.48
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,224,14:10,M,adult,56,4.093,NA,NA,NA,NA,28.3
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,226,14:20,F,adult,61,3.859,7/10/2015,-19,0,0,43.5
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,227,14:25,F,adult,60,4.968,NA,NA,NA,NA,31.02
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,228,14:45,F,adult,62,4.283,7/11/2015,-20,5,0.796,26.06
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,229,14:40,F,adult,62,5.176,7/10/2015,-19,6,1.111,29.11
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,230,15:10,F,adult,61,4.74,7/11/2015,-20,3,0.516,21.27
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,231,15:14,F,adult,58,4.814,7/13/2015,-22,1,0.174,49.64
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,232,15:25,F,adult,61,5.151,7/11/2015,-20,6,1.028,30.46
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,233,15:40,F,adult,66,6.046,7/5/2015,-14,4,0.719,74.58
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,234,15:50,F,adult,66,5.883,NA,NA,NA,NA,38.15
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,235,15:46,F,adult,56,3.208,7/15/2015,-24,1,0.189,81.47
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,237,16:05,F,adult,62,5.574,7/11/2015,-20,8,1.296,35.67
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,238,16:50,F,adult,65,5.943,7/11/2015,-20,6,1.074,30.11
6/21/2015,early_summer,JON,periodic,1390,24.31,10.06,33.73,239,17:12,F,adult,57,3.209,7/17/2015,-26,0,0,84.43
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,250,14:55,M,adult,52,3.118,NA,NA,NA,NA,12.2
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,251,14:55,M,adult,50,2.612,NA,NA,NA,NA,24.97
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,252,15:00,M,adult,56,3.93,NA,NA,NA,NA,7.7
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,253,15:05,F,adult,65,5.482,7/12/2015,-21,6,0.988,17.58
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,254,15:05,M,adult,54,4.213,NA,NA,NA,NA,9.71
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,255,15:10,F,adult,66,6.123,7/8/2015,-17,6,0.941,25.44
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,256,15:15,F,adult,65,6.22,7/7/2015,-16,7,1.206,23.81
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC1,15:20,M,yearling,42,1.35,NA,NA,NA,NA,20.3
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC2,15:20,M,yearling,43,1.3,NA,NA,NA,NA,8.89
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,257,15:35,F,adult,62,5.24,7/8/2015,-17,8,1.013,27.31
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,258,15:35,F,adult,57,4.085,7/8/2015,-17,5,0.827,32
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC4,15:40,F,yearling,46,1.7,NA,NA,NA,NA,8.97
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,259,15:45,F,adult,62,5.564,7/9/2015,-18,7,1.093,30.89
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC6,16:00,F,yearling,50,2.2,NA,NA,NA,NA,22.56
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,260,16:04,F,adult,61,3.77,7/14/2015,-23,6,0.875,28.84
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC7,16:10,M,yearling,45,1.7,NA,NA,NA,NA,16.05
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,261,16:15,M,adult,55,3.488,NA,NA,NA,NA,18.93
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,262,16:15,F,adult,61,5.741,7/14/2015,-23,7,1.159,25.6
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC8,16:25,M,yearling,42,2.05,NA,NA,NA,NA,6.96
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,263,16:40,F,adult,62,4.48,7/15/2015,-24,4,0.691,26.98
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,264,16:50,M,adult,57,4.062,NA,NA,NA,NA,4.44
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC9,16:55,M,yearling,47,2.3,NA,NA,NA,NA,4.29
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC10,17:00,F,yearling,46,1.7,NA,NA,NA,NA,14.37
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC11,17:05,F,yearling,40,1.15,NA,NA,NA,NA,38.52
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC12,17:15,F,yearling,46,1.9,NA,NA,NA,NA,6.76
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,265,17:30,F,adult,67,6.054,NA,NA,NA,NA,18.1
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,266,17:35,F,adult,61,4.562,7/11/2015,-20,2,0.358,35.34
6/21/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,267,17:45,F,adult,66,6.595,7/12/2015,-21,6,1.012,20.12
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC13,11:00,M,yearling,46,2.05,NA,NA,NA,NA,16.16
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,268,11:05,M,adult,50,2.952,NA,NA,NA,NA,13.82
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,269,11:15,M,adult,55,3.237,NA,NA,NA,NA,20.19
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC14,11:20,M,yearling,43,1.5,NA,NA,NA,NA,14.08
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,270,11:23,F,adult,63,5.038,7/9/2015,-17,3,0.527,28.69
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC15,11:35,M,yearling,45,2.1,NA,NA,NA,NA,12.51
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,271,11:40,F,adult,68,8.315,7/10/2015,-18,10,1.92,37.46
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,272,11:40,F,adult,60,4.258,7/8/2015,-16,1,0.192,26.04
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,273,11:55,F,adult,62,4.845,7/9/2015,-17,5,0.904,30.57
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,274,11:58,F,adult,65,4.622,7/14/2015,-22,4,0.718,19.64
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,275,12:05,F,adult,68,5.667,7/11/2015,-19,7,1.188,21.63
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,276,12:20,M,adult,55,3.707,NA,NA,NA,NA,22.13
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,277,12:45,F,adult,55,3.309,NA,NA,NA,NA,10.15
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,278,12:47,F,adult,69,7.119,7/9/2015,-17,9,1.551,25.48
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,279,12:55,F,adult,64,6.024,7/11/2015,-19,7,1.199,27.33
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,280,13:15,F,adult,65,4.722,7/3/2015,-11,0,0,20.67
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,281,13:30,F,adult,61,4.061,7/12/2015,-20,5,0.855,19.68
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,282,13:35,F,adult,70,8.4,7/8/2015,-16,10,1.492,19.12
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,283,13:42,M,adult,58,4.631,NA,NA,NA,NA,10.63
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,284,13:46,F,adult,61,5.123,7/14/2015,-22,6,1.125,20.83
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,285,13:55,F,adult,64,4.776,7/9/2015,-17,4,0.711,18.18
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,286,14:10,F,adult,58,4.326,7/13/2015,-21,4,0.625,18.73
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,287,14:20,F,adult,54,2.891,7/19/2015,-27,1,0.18,54.35
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,288,14:30,F,adult,67,6.047,7/11/2015,-19,5,0.776,15.66
6/22/2015,early_summer,JOC,permanent,1296,164.71,8.77,35.78,289,14:45,F,adult,56,3.745,NA,NA,NA,NA,15.52
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,300,12:28,F,adult,57,4.074,7/18/2015,-25,5,0.796,30.35
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ1,12:50,M,yearling,43,1.3,NA,NA,NA,NA,16.77
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ2,12:55,F,yearling,45,1.7,NA,NA,NA,NA,14.14
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,301,13:00,F,adult,58,4.232,7/11/2015,-18,4,0.704,32.95
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ3,13:10,F,yearling,42,1.6,NA,NA,NA,NA,12.28
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,302,13:20,M,adult,56,3.729,NA,NA,NA,NA,12.19
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ4,13:30,M,yearling,47,2.4,NA,NA,NA,NA,11.77
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,303,13:45,F,adult,60,3.93,7/14/2015,-21,1,0.147,21.88
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,304,13:50,M,adult,55,3.171,NA,NA,NA,NA,6.23
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,305,13:52,F,adult,59,3.767,7/13/2015,-20,0,0,34.92
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,306,14:00,F,adult,66,6.374,7/13/2015,-20,8,1.414,36.88
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,307,14:05,F,adult,57,3.905,7/12/2015,-19,5,0.756,34.92
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ5,14:10,M,yearling,44,1.6,NA,NA,NA,NA,56.88
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ6,14:15,M,yearling,45,1.5,NA,NA,NA,NA,21.96
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,308,14:20,F,adult,65,5.618,7/8/2015,-15,6,1.246,47.05
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ7,14:25,F,yearling,53,3,NA,NA,NA,NA,51.98
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,309,14:30,F,adult,54,2.761,7/17/2015,-24,0,0,30.14
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,310,14:35,M,adult,54,3.807,NA,NA,NA,NA,133.64
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,311,14:40,F,adult,59,4.405,7/12/2015,-19,6,1.002,41.44
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,312,14:45,F,adult,60,3.685,7/11/2015,-18,1,0.124,46.27
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ8,14:50,M,yearling,45,1.8,NA,NA,NA,NA,22.34
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ9,14:55,F,yearling,46,1.8,NA,NA,NA,NA,25.38
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,313,15:00,M,adult,50,2.398,NA,NA,NA,NA,12.98
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,314,15:05,F,adult,63,6.76,7/6/2015,-13,3,0.506,34.99
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,315,15:10,F,adult,56,2.77,7/11/2015,-18,2,0.306,53.68
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,316,15:15,F,adult,63,4.718,7/9/2015,-16,3,0.295,34.87
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ10,15:20,M,yearling,41,1.3,NA,NA,NA,NA,36.56
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ11,15:20,M,yearling,31,1.4,NA,NA,NA,NA,28.98
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,317,15:25,M,adult,54,2.784,NA,NA,NA,NA,16.16
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,318,15:25,F,adult,59,3.664,7/10/2015,-17,2,0.442,29.61
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,319,15:30,F,adult,51,2.439,NA,NA,NA,NA,16.87
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,320,15:40,F,adult,59,3.467,7/19/2015,-26,5,0.883,33.23
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,321,15:50,M,adult,55,3.84,NA,NA,NA,NA,14.63
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,322,16:05,F,adult,56,3.655,NA,NA,NA,NA,17.93
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ12,16:15,F,yearling,42,1.4,NA,NA,NA,NA,32.72
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,323,16:30,F,adult,55,2.89,NA,NA,NA,NA,6.47
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,324,16:30,F,adult,62,4.234,7/17/2015,-24,3,0.604,46.81
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,325,16:32,M,adult,62,3.04,NA,NA,NA,NA,8.2
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,326,16:38,F,adult,57,3.824,7/12/2015,-19,3,0.468,44.4
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,SLJ14,16:45,F,yearling,42,1.2,NA,NA,NA,NA,101.55
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,327,16:50,M,adult,48,2.688,NA,NA,NA,NA,6.45
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,328,16:55,M,adult,69,3.84,NA,NA,NA,NA,2.25
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,329,17:00,F,adult,60,5.846,7/11/2015,-18,3,0.51,20.42
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,330,17:05,F,adult,57,2.49,NA,NA,NA,NA,34.82
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,331,17:20,F,adult,60,4.12,7/12/2015,-19,3,0.41,31.3
6/23/2015,early_summer,LAJ,periodic,1330,5.58,8.79,39.04,332,17:30,F,adult,61,NA,NA,NA,NA,NA,58.03
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM1,10:55,F,yearling,41,1.5,NA,NA,NA,NA,2.55
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,340,11:05,F,adult,67,7.218,7/6/2015,-13,8,1.619,38.6
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM2,11:10,M,yearling,44,1.75,NA,NA,NA,NA,8.68
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,341,11:15,F,adult,63,3.841,7/15/2015,-22,3,0.554,31.57
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,MCM1,11:20,M,adult,49,2.4,NA,NA,NA,NA,9.4
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,SCM3,11:20,M,yearling,44,1.6,NA,NA,NA,NA,9.88
6/23/2015,early_summer,COM,permanent,1405,-2.17,10.2,29.93,342,11:30,F,adult,66,6.79,7/9/2015,-16,8,1.544,62.42
